employee_id,fullname,years_of_service_months,latest_rating,performance_group,grade,education,major,position,department,disc,mbti,iq,gtq,gdr_score_avg,cex_score_avg,ids_score_avg,qdd_score_avg,sto_score_avg,sea_score_avg,vcu_score_avg,lie_score_avg,ftc_score_avg,csi_score_avg,top_5_strengths,papi_n_score,papi_l_score,papi_p_score,papi_a_score
EMP101094,Novi Zulfikar Handayani,27,3,Standard Performer,III,D3,Engineering,Sales Supervisor,IT,SI,INTJ,120,27,3.6,3.6,3.6,3.4,3.2,4.33333333333333,3,3.6,3.25,3.25,", Activator, Positivity, Consistency, Arranger",9,9,8,null
EMP101095,Nadia Simanjuntak,9,0,Standard Performer,III,S2,Economics,Sales Supervisor,Operations,SC,ESFJ,106,29,4,4.33333333333333,4,3.5,4,4.25,4,4.25,4,4,"Woo, Focus, Strategic, Arranger, Developer",null,8,7,5
EMP101096,Rizka Wijaya,43,4,Standard Performer,V,D3,Economics,Data Analyst,Marketing,SD,ENFP,null,null,3.6,4.2,3.6,3,3.33333333333333,3,3.25,2.8,3,3.25,"Adaptability, Context, Futuristic, Arranger, Developer",3,null,3,7
EMP101097,Bayu Mahendra,38,2,Standard Performer,III,S2,Statistics,Finance Officer,Marketing,SD,ENTJ,null,null,2.6,3.2,3.33333333333333,4,3.4,3.2,3.4,2.8,3.25,3.6,"Responsibility, Maximizer, Learner, , Input",2,7,3,8
EMP101098,Utami Firmansyah,46,5,High Performer,IV,S1,Psychology,Finance Officer,IT,DC,ESTP,94,30,2.6,3.4,3.66666666666667,3.25,3,3.8,3,3.2,3,3.25,"Competition, Harmony, Individualization, Focus, Adaptability",7,8,9,null
EMP101100,Fitri Jatmiko Setiawan,43,3,Standard Performer,V,S1,Economics,HRBP,IT,CD,ENFJ,124,33,2,2.5,2.8,2,2.2,2.6,2.2,2.8,2.8,2.4,"Learner, Adaptability, Positivity, Competition, Ideation",7,1,null,6
EMP101101,Nugroho Yudhistira Lukman,9,3,Standard Performer,III,S1,Economics,Finance Officer,Marketing,DC,ESFP,null,null,3.25,3.25,3.33333333333333,3.25,4,3.75,3,3.25,3.5,3.5,"Maximizer, Developer, Self-Assurance, Deliberative, Ideation",7,2,1,6
EMP101103,Wulan Lestari Saputra,39,5,High Performer,V,S1,Statistics,Sales Supervisor,Finance,DI,INFJ,80,28,3.6,4,3.8,3.8,3.75,3.2,3.5,3.2,3.6,3.8,"Positivity, , Futuristic, Deliberative, Self-Assurance",6,5,6,5
EMP101104,Oktavia Lestari,65,2,Standard Performer,V,SMA,Statistics,Finance Officer,HR,DI,ENFP,120,30,3.6,3.2,3.4,2.75,3.6,3.6,2.8,2.8,2.8,3.4,"Arranger, , , Achiever, Command",3,4,3,4
EMP101105,Kartika Saputra Siregar,36,2,Standard Performer,III,S2,Engineering,Finance Officer,Marketing,CD,ENTP,null,null,3.8,4,3.8,3.6,3,4,3.6,4.2,3.8,3.4,"Command, Connectedness, Woo, Activator, Focus",4,2,8,7
EMP101106,Sari Siregar,59,4,Standard Performer,III,S1,Economics,Brand Executive,Marketing,IC,ESFJ,null,null,3,3.25,3.4,3,3.6,3.4,3.4,3.4,3.8,3.6,"Deliberative, Responsibility, Individualization, Developer, Relator",null,null,3,9
EMP101107,Mahendra Fadillah Pradana,51,1,Standard Performer,V,S1,Economics,HRBP,R&D,CD,ESTP,89,30,2.2,2.2,1.75,1.4,1.8,1.8,2,1.5,2,1.6,", Context, Responsibility, Arranger, Adaptability",null,5,9,8
EMP101108,Dewi Pradana,21,3,Standard Performer,V,S1,Engineering,Supply Planner,IT,SI,ISFJ,110,22,3.75,3.75,4,4,3.5,4.25,4,3.75,3.75,4.25,"Learner, Developer, , , ",4,7,4,4
EMP101109,Bella Suharto,43,4,Standard Performer,V,SMA,Engineering,Data Analyst,HR,IS,ESFP,84,26,3,2.8,2.8,2.8,3.2,3,2.6,3,2.5,2.8,"Focus, Discipline, Ideation, Context, Arranger",null,5,2,2
EMP101111,Bella Firmansyah,98,4,Standard Performer,III,D3,Economics,Data Analyst,Marketing,null,ENTJ,null,null,22.4,3.75,3.6,3.6,3.6,3.4,3.6,3.6,3.66666666666667,4,"Context, Positivity, Connectedness, Deliberative, Focus",9,8,6,4
EMP101112,Budi Firmansyah,52,4,Standard Performer,III,S1,Business,Brand Executive,Operations,DS,ISFJ,96,40,3.8,4,3.6,3.8,3.2,2.8,3.8,3.66666666666667,3,3.4,"Restorative, Adaptability, Positivity, Strategic, Deliberative",3,7,7,8
EMP101113,Evi Syahputra,30,1,Standard Performer,V,S2,Design,HRBP,HR,SD,ESTJ,93,35,2.8,3,3.2,2.8,3.2,3.2,3,3.6,2.8,3.5,"Activator, Maximizer, Restorative, Connectedness, Command",9,6,6,5
EMP101114,Tania Fauziah,38,3,Standard Performer,III,D3,Psychology,Brand Executive,Operations,IS,ENTJ,84,30,2.75,2.4,2.8,2.66666666666667,2.25,2.8,2.75,2.8,2.8,3,"Competition, Connectedness, Focus, Developer, Command",8,1,8,1
EMP101115,Valdo Putra,34,2,Standard Performer,V,D3,Statistics,Supply Planner,R&D,CS,INTP,90,26,2.5,3.25,2.8,2.6,2.6,3,3.25,2.8,2.6,2.6,"Futuristic, Includer, Intellection, Harmony, Competition",5,4,7,6
EMP101116,Dimas Tri Zulfikar,36,4,Standard Performer,III,S1,Business,HRBP,HR,DI,ENFP,null,29,2.25,2.4,2.6,2.75,2.6,2.75,2.8,2.75,3.2,2.75,"Input, , Woo, Analytical, Communication",1,5,7,1
EMP101117,Rendra Indrawan,57,2,Standard Performer,V,SMA,Business,Sales Supervisor,Marketing,DS,ENFP,null,null,3.6,4,3.2,3.6,3.2,3.4,3.33333333333333,3,3.5,3.5,"Analytical, Intellection, Deliberative, Competition, Adaptability",6,1,6,5
EMP101118,Maya Dharma Kurniawan,1,2,Standard Performer,V,S1,Economics,HRBP,IT,DI,ISFJ,81,28,2.66666666666667,2,2.5,2,2.5,2.25,2,2.25,3,2,"Includer, Belief, Learner, Intellection, Command",3,4,8,null
EMP101119,Utami Lestari,40,1,Standard Performer,III,S1,Economics,Brand Executive,Marketing,DS,INFP,null,null,2.5,2.2,2,2.2,2,3,2.2,2.4,2,2.6,"Positivity, Command, Developer, Deliberative, Self-Assurance",3,3,6,3
EMP101120,Gita Rahmawati,52,3,Standard Performer,V,D3,Economics,Data Analyst,HR,DC,INTP,97,15,3.8,4,3.8,3.6,4,3.25,3.75,3.2,3.6,4,"Positivity, Empathy, Achiever, Responsibility, Ideation",3,3,5,8
EMP101121,Gita Hasibuan,28,2,Standard Performer,V,D3,Business,Sales Supervisor,HR,SC,ISFJ,132,35,2.75,2.8,2.8,2.8,2.8,2.6,2.6,2.6,2.6,2.6,"Woo, Activator, Consistency, Ideation, Context",1,7,3,6
EMP101122,Maya Utami,48,3,Standard Performer,IV,D3,Design,Brand Executive,Operations,null,INTJ,95,19,2.25,2.2,2.5,2,2.75,3,2.6,1.75,2.4,2.4,"Responsibility, Empathy, , Arranger, Activator",6,7,4,4
EMP101123,Dian Kurniawan,50,5,High Performer,III,S2,Engineering,Data Analyst,R&D,SI,ESFJ,87,23,1.75,2,1.8,2.6,2.25,2.8,2.2,2.75,2,2.5,"Positivity, Includer, , Belief, Analytical",9,7,8,5
EMP101124,Cahyo Tri Maulida,77,4,Standard Performer,III,S2,Statistics,Brand Executive,R&D,CD,ESFP,null,29,2.25,2.8,2.2,2,2.4,2,2.25,2.8,2.33333333333333,3,"Focus, Adaptability, , , Connectedness",7,null,1,5
EMP101126,Ayunda Jatmiko Zulfikar,61,4,Standard Performer,IV,S1,Psychology,Finance Officer,IT,ID,ISTP,80,28,3.6,4,3.5,23,2.75,3,2.8,3,3.2,3.2,"Activator, Arranger, Deliberative, Belief, Positivity",9,7,2,null
EMP101127,Valdo Hasibuan,48,4,Standard Performer,V,S2,Design,Brand Executive,IT,DI,ESTJ,94,35,3,4,4.25,3.8,3.4,4,4,4,4,3.25,"Command, Belief, Intellection, , Maximizer",6,3,9,9
EMP101128,Kartika Setiawan,78,2,Standard Performer,V,S1,Statistics,Sales Supervisor,Finance,DC,ISFP,82,40,3.2,2.4,2.33333333333333,3,3,2.6,2.25,2.2,2.8,2.8,"Positivity, Competition, , Deliberative, Connectedness",null,9,3,6
EMP101129,Rendra Purnama,72,3,Standard Performer,IV,S1,Business,HRBP,IT,IC,INFJ,101,27,3.2,3.5,3.8,3.2,3.4,3.8,3.2,3.5,3,2.8,"Woo, Focus, , Discipline, Self-Assurance",3,null,4,8
EMP101130,Rifqi Kusuma,24,4,Standard Performer,V,SMA,Psychology,Brand Executive,R&D,DS,ENTJ,104,36,3.2,2.8,3.25,3.4,3.2,2.6,2.75,3.4,3,3,"Woo, Deliberative, Activator, Connectedness, Learner",6,7,9,2
EMP101131,Lestari Candra Nugroho,42,4,Standard Performer,IV,S1,Business,Finance Officer,IT,null,ISFJ,108,34,3.8,3.4,3,3.6,3.4,3.6,3,3.33333333333333,3.5,3.2,"Adaptability, Discipline, Communication, Achiever, Futuristic",4,3,9,5
EMP101132,Umar Pradana,39,3,Standard Performer,V,D3,Economics,Finance Officer,IT,CI,ESTJ,112,32,2.6,2.8,3.2,2.8,3,2.75,2.2,2,2.66666666666667,3,"Consistency, Individualization, Self-Assurance, Developer, Significance",8,5,8,2
EMP101133,Rendra Subekti,62,4,Standard Performer,III,S1,Business,Sales Supervisor,HR,CI,INTJ,108,33,3.25,3.6,2.6,3.5,3,3.75,4,3.66666666666667,3.4,3.25,"Command, Restorative, Intellection, Individualization, Maximizer",3,7,8,5
EMP101136,Arif Saputra Halim,55,4,Standard Performer,III,S2,Design,Brand Executive,R&D,DC,ISTJ,116,33,3.6,3.2,27.5,3.4,3.2,3.8,3,3.8,3,3.6,"Analytical, Learner, Discipline, Individualization, Competition",3,5,5,3
EMP101137,Nabila Putra,25,3,Standard Performer,V,SMA,Business,Data Analyst,Marketing,DS,ESTJ,null,null,3.4,4,4,3.8,4,4,4,4,3.5,3.8,"Ideation, Command, Relator, Consistency, Intellection",7,5,2,null
EMP101138,Rizka Kusuma,39,4,Standard Performer,V,D3,Engineering,Supply Planner,IT,IS,ISFP,137,25,3.6,3.2,3.2,3.2,3,3,3.8,3,2.8,3,"Input, Arranger, Achiever, Discipline, Individualization",2,3,5,9
EMP101139,Rendra Gunawan,65,4,Standard Performer,V,SMA,Economics,Sales Supervisor,Marketing,CI,ENFJ,null,null,3,3.75,3.6,3.2,3.4,4,3.4,3.4,3.4,3.4,"Context, Connectedness, Consistency, Empathy, Achiever",2,1,null,7
EMP101140,Wahyu Nabila Purnama,61,2,Standard Performer,IV,S1,Statistics,Data Analyst,Finance,SI,ENFJ,128,16,2.8,3.2,3,27.25,2.8,3,2.4,3.2,3.4,2.66666666666667,"Command, Significance, Learner, Discipline, Empathy",2,3,6,7
EMP101141,Dwi Hartanto,95,2,Standard Performer,III,S2,Economics,Finance Officer,Finance,ID,ISFJ,null,26,3.4,3.5,3.75,3.33333333333333,3.6,3.2,3,3.25,3.75,3.2,"Harmony, Maximizer, Communication, Positivity, Input",7,2,5,1
EMP101142,Rani Kusuma Putra,76,2,Standard Performer,V,S1,Business,Brand Executive,R&D,SI,ENFP,113,22,2.6,1.75,2.8,2,2.4,2.8,2.8,2.6,2.4,2,"Responsibility, Harmony, Empathy, Positivity, Communication",7,3,7,3
EMP101143,Ayunda Purnama,65,2,Standard Performer,V,D3,Design,Sales Supervisor,Finance,DC,ESTP,127,38,2.8,2.8,2.6,2.4,3,2.75,3.2,2.4,2.6,2.25,"Significance, Ideation, Self-Assurance, Learner, Intellection",8,9,9,8
EMP101146,Ayu Suharto,37,2,Standard Performer,III,SMA,Statistics,Brand Executive,Marketing,IC,ISTP,null,null,2.8,3,3.2,3.25,3,3,3.25,3.2,3,3,", Woo, Responsibility, Deliberative, Includer",8,5,null,null
EMP101147,Anisa Kusuma,70,4,Standard Performer,III,S1,Statistics,HRBP,R&D,CD,ISTP,111,35,4.25,3.8,3.8,4,4,4.2,3.4,4,4,3.4,"Positivity, Includer, Learner, Adaptability, Discipline",7,3,7,7
EMP101148,Ahmad Hartanto,81,5,High Performer,IV,S2,Economics,Sales Supervisor,IT,DS,null,137,34,3,3.6,3.4,3.2,3.4,3.2,3,3.2,3.2,3.25,", Deliberative, Maximizer, Strategic, Individualization",4,9,9,1
EMP101149,Utami Zulfikar Siregar,46,3,Standard Performer,V,S1,Economics,Brand Executive,Finance,SC,INTJ,83,20,26.75,3.2,2.75,2.6,41.6,2.8,2.6,3.5,2.6,2.5,"Strategic, Achiever, , Arranger, Deliberative",8,6,7,4
EMP101150,Wahyu Pramudita Indrawan,56,3,Standard Performer,V,S2,Economics,Finance Officer,R&D,CI,ENTP,118,39,3.2,3.4,3.75,3.75,3.4,3.4,2.8,2.75,3.5,4,"Self-Assurance, Deliberative, Developer, Analytical, ",9,1,5,6
EMP101151,Dwi Adi Wijaya,28,4,Standard Performer,III,D3,Business,HRBP,HR,CI,ISTP,86,22,3.4,3.25,3.6,3.2,3.8,3.75,5,3.8,3.8,3,"Developer, Achiever, Harmony, Command, Self-Assurance",7,3,9,4
EMP101152,Dewi Nabila Hasibuan,74,3,Standard Performer,IV,D3,Business,Brand Executive,Marketing,SI,ENFP,null,null,3,2.8,3,2.75,2.8,2.6,2.8,3,3.5,2.6,"Communication, Maximizer, Connectedness, Harmony, Command",7,1,3,9
EMP101153,Ayunda Siregar,112,3,Standard Performer,III,SMA,Psychology,Data Analyst,HR,null,INTJ,91,34,3.8,3.2,4,3.4,3.8,4,3,4,3.6,3.6,"Relator, Input, Deliberative, , Strategic",6,3,9,9
EMP101154,Gita Aji Simanjuntak,78,5,High Performer,III,SMA,Business,Supply Planner,R&D,SC,ISFP,116,41,2,2.4,2.6,2.6,3.25,2.75,2.8,3,3,2.4,"Deliberative, Input, Adaptability, Empathy, Includer",null,3,2,3
EMP101158,Putri Saputra Sinaga,56,4,Standard Performer,III,SMA,Economics,Data Analyst,IT,DS,ENTP,127,30,3.6,3.4,3.2,2.8,3.2,3.6,2.75,3.25,3,3.5,"Includer, Ideation, Responsibility, Consistency, Restorative",4,2,9,8
EMP101159,Vania Maulana,111,5,High Performer,V,S2,Business,Finance Officer,Finance,SC,INTP,111,25,3,2.8,3,2.25,2.6,3,2.5,3,2.25,2.75,"Futuristic, Analytical, Strategic, Consistency, Competition",2,null,8,2
EMP101160,Oka Lestari Wijaya,52,2,Standard Performer,III,SMA,Design,Finance Officer,Marketing,CI,ENTP,null,null,3,2.2,3,2.75,2.6,2.75,2.8,2.75,3.33333333333333,2.75,"Self-Assurance, Belief, Relator, Context, Woo",1,7,6,1
EMP101161,Fajar Ramadhan,1,3,Standard Performer,III,S2,Statistics,Finance Officer,HR,DC,null,87,30,3,2.75,3.25,2.75,2.66666666666667,3,2.33333333333333,3.25,2.66666666666667,3.5,"Empathy, Analytical, Intellection, Activator, Significance",9,9,8,6
EMP101162,Hadi Lestari,61,1,Standard Performer,IV,S1,Engineering,Finance Officer,R&D,DS,ESFP,86,21,2.6,2.25,2.33333333333333,2.4,2.75,2.4,2.4,3.6,3.25,2.2,"Maximizer, Communication, Positivity, Responsibility, Significance",6,null,7,3
EMP101163,Maya Suharto,32,3,Standard Performer,V,S1,Economics,Finance Officer,HR,SC,ESFJ,99,31,2.2,2.6,2.8,2.75,2.2,2.5,2.75,2.4,3,2.5,"Activator, Strategic, Positivity, Empathy, ",4,null,8,2
EMP101164,Nabila Subekti,89,4,Standard Performer,V,S1,Statistics,Data Analyst,Operations,CD,ESTP,104,13,3.5,3.2,3.25,3,3.2,3.4,3.25,3.6,3.6,3.5,"Input, Discipline, Adaptability, , ",7,4,8,2
EMP101165,Kartika Iqbal Gunawan,21,3,Standard Performer,III,S2,Economics,Finance Officer,IT,SC,ENTJ,83,29,3.25,3.33333333333333,3.5,3.75,3.5,3.33333333333333,3.33333333333333,3,2,3.5,"Harmony, Input, Competition, Woo, Developer",2,4,4,3
EMP101166,Utami Qolbi Halim,71,3,Standard Performer,III,SMA,Psychology,Finance Officer,Finance,SC,ESFJ,106,33,4,3,4,3.75,3.6,3.8,3.8,3.6,3.75,4,"Arranger, Ideation, Strategic, Adaptability, Achiever",9,1,7,5
EMP101167,Rama Utami,44,5,High Performer,IV,S2,Design,Finance Officer,R&D,IS,ENTP,86,30,3.6,4,3.66666666666667,3.25,3.6,3.4,3.6,4,3.2,4,"Achiever, Strategic, Self-Assurance, Learner, Input",8,4,5,9
EMP101168,Oka Permadi,24,4,Standard Performer,IV,S2,Psychology,HRBP,HR,null,ENFJ,134,29,2.4,3,2.2,2.75,2.6,3.2,3.4,27.5,4,3,"Belief, Learner, Restorative, Responsibility, Futuristic",9,1,4,7
EMP101170,Dewi Jatmiko Indrawan,19,4,Standard Performer,III,S2,Psychology,Data Analyst,HR,SC,ENFJ,127,31,4,3,3.25,3.5,3.5,3.5,2.75,3.5,3,3.75,"Harmony, Arranger, Competition, Input, Woo",8,null,6,9
EMP101171,Maya Baskara Suharto,74,3,Standard Performer,V,S1,Economics,HRBP,Operations,SC,ENFP,null,30,3.5,2.66666666666667,3.6,3.4,3.6,3.75,3.25,2.8,3.8,3.4,"Communication, Focus, Relator, Learner, Context",6,8,3,1
EMP101174,Yoga Saputra Mahendra,53,3,Standard Performer,IV,S2,Business,Sales Supervisor,Marketing,IS,ENFP,null,null,3.8,3,3,2.8,3,3.2,3.2,3.4,3,2.75,"Command, Context, Input, , Individualization",4,5,null,3
EMP101175,Anisa Yulianto,56,2,Standard Performer,IV,S2,Statistics,Sales Supervisor,Finance,CS,INFJ,80,40,3.2,3.25,3.2,3,2.75,3,3.4,3.25,3.5,2.8,"Intellection, Adaptability, Relator, Futuristic, Woo",9,null,7,6
EMP101176,Dimas Tri Pratama,75,2,Standard Performer,III,D3,Engineering,HRBP,Finance,DS,INFP,117,25,3.75,3.25,3.4,4,3.4,26.75,3.5,3.4,3.25,3.8,"Command, Arranger, Learner, Adaptability, ",7,5,null,4
EMP101177,Mahendra Siregar,82,3,Standard Performer,IV,SMA,Business,Brand Executive,Marketing,SI,INFJ,null,null,2.75,2,2.5,22.4,2.4,2,2.6,3,2,2.4,"Positivity, Futuristic, Individualization, Competition, Activator",7,4,1,4
EMP101178,Galih Rahmawati,106,2,Standard Performer,IV,S2,Statistics,Brand Executive,Operations,SC,INFJ,84,15,2.4,2.4,2,3,2.2,2.4,2.4,2.2,2.2,2.25,"Includer, Achiever, Restorative, Intellection, Command",6,8,2,4
EMP101179,Rani Jatmiko Indrawan,76,4,Standard Performer,V,D3,Statistics,Supply Planner,Operations,ID,ISTJ,117,30,2.4,2.8,2.6,3.4,3,2.66666666666667,3,2.8,3,3,"Arranger, , Communication, Belief, Competition",2,6,9,6
EMP101180,Hana Suharto,29,4,Standard Performer,III,SMA,Psychology,Supply Planner,Marketing,IC,ISFP,null,null,3.6,4,3.6,3.8,4,4,4,4,3.25,3.8,"Competition, Arranger, Belief, Responsibility, Communication",9,8,2,9
EMP101181,Putri Ananda,34,4,Standard Performer,V,D3,Design,Finance Officer,Finance,SD,INTP,104,20,3.75,4,4,3.6,4.66666666666667,3.6,3.8,3.8,3.25,3.5,"Context, Positivity, Deliberative, Consistency, Relator",5,5,3,8
EMP101182,Valdo Zulfikar Santoso,11,3,Standard Performer,IV,S2,Economics,Brand Executive,R&D,CI,ESFP,115,29,3.25,3,3.75,3.25,3.5,3,3,3.66666666666667,3.5,3.25,"Developer, Woo, Includer, Relator, Intellection",1,8,5,8
EMP101183,Gita Adi Wibowo,86,3,Standard Performer,IV,S1,Statistics,Finance Officer,HR,null,ENTP,118,36,2.6,2.8,2.8,2.4,2.4,2.75,2.4,2.5,3.2,3.25,", Intellection, Responsibility, Learner, Analytical",null,6,1,3
EMP101184,Mahendra Dharma Yulianto,62,3,Standard Performer,IV,S2,Economics,Data Analyst,HR,DI,ISTP,122,37,1.75,1.5,2.2,1.75,22,2.4,1.5,2.5,2,2,"Harmony, Command, Adaptability, Competition, Ideation",6,8,5,2
EMP101186,Citra Halim Wijaya,21,4,Standard Performer,IV,S2,Statistics,Brand Executive,HR,DS,ESFJ,110,20,3.66666666666667,3.25,3.5,35,4.25,4,3.75,3.66666666666667,3.5,3.5,"Analytical, Responsibility, Competition, Harmony, Includer",9,4,6,4
EMP101187,Prasetyo Ananda,45,2,Standard Performer,V,S2,Psychology,Data Analyst,Finance,SC,ISTP,110,33,3,3.2,2.6,2.8,2.4,2.6,2.2,3.2,2.8,2.6,"Discipline, Woo, Positivity, Consistency, Deliberative",9,5,3,2
EMP101188,Julia Utami,54,4,Standard Performer,III,S1,Economics,HRBP,Marketing,CI,INFP,null,null,3.4,2.8,3,3,3.5,3.6,3.4,3,3.4,3,"Context, Connectedness, Command, Ideation, Individualization",6,null,3,4
EMP101189,Prasetyo Pradana,46,2,Standard Performer,IV,D3,Psychology,Supply Planner,Finance,null,ESFP,134,31,2.25,2.2,2,1.75,2,3,3,2,2.5,2.2,"Self-Assurance, Context, , Deliberative, Woo",7,2,5,null
EMP101190,Kurnia Dharma Kurniawan,9,3,Standard Performer,IV,S2,Psychology,Data Analyst,HR,SD,ENFJ,87,35,2.75,2.25,2.25,2.75,2.75,2.5,2.5,2.66666666666667,3.25,2.25,"Input, Empathy, Adaptability, Connectedness, Relator",7,8,6,5
EMP101191,Wulan Nugroho,21,3,Standard Performer,V,S2,Statistics,HRBP,HR,null,ISTJ,140,25,1.33333333333333,3,3.25,3,2.25,2.75,2.66666666666667,2.33333333333333,2.75,3.66666666666667,"Empathy, Woo, Futuristic, Analytical, Focus",5,8,3,9
EMP101192,Galih Aji Permadi,46,3,Standard Performer,IV,D3,Design,Sales Supervisor,IT,DS,ENFP,114,26,2.6,3.2,3,3.4,3,3,3.66666666666667,3.2,3.4,3.4,"Individualization, Adaptability, Maximizer, Learner, Consistency",3,5,8,null
EMP101193,Dwi Utama Handayani,55,1,Standard Performer,V,D3,Design,Finance Officer,Operations,DS,ENTJ,103,31,2.5,1.25,1.8,2.2,1.8,2,1.8,1.8,1.75,2.2,"Arranger, Competition, Context, Learner, Maximizer",5,5,7,9
EMP101194,Prasetyo Candra Subekti,37,3,Standard Performer,V,D3,Statistics,HRBP,HR,null,null,105,30,3.4,4,4,3.8,3.8,3.2,4.2,3.6,3.8,3.5,"Significance, Learner, Analytical, Command, Competition",5,6,3,5
EMP101195,Hana Aji Setiawan,10,4,Standard Performer,V,SMA,Statistics,Finance Officer,Marketing,CI,ENFP,null,null,4.66666666666667,4,4.25,3.75,4.66666666666667,3.33333333333333,3.66666666666667,4,4.25,3.25,"Ideation, Futuristic, Connectedness, , ",7,6,7,7
EMP101197,Cahyo Pamungkas,55,4,Standard Performer,IV,D3,Business,Data Analyst,Operations,IS,INFJ,89,25,2.75,3.4,3.5,3.2,3,2.8,3.25,3.25,4,3,", Individualization, Intellection, Arranger, ",6,6,1,5
EMP101198,Nadia Pratomo,39,2,Standard Performer,III,S1,Psychology,Supply Planner,HR,null,ENTP,82,30,3.6,3.2,2.8,3.4,3.4,3.4,3.25,3,2.6,3.2,"Strategic, Ideation, Maximizer, Connectedness, Activator",6,1,7,1
EMP101199,Umar Rachman Hidayat,26,3,Standard Performer,III,S2,Psychology,Brand Executive,R&D,DI,ENFP,109,30,2.8,3.5,2.66666666666667,3,3.25,3,2.75,2.25,2.66666666666667,2.2,"Arranger, Includer, Self-Assurance, Belief, Developer",2,9,9,1
EMP101200,Anisa Ridwan,68,3,Standard Performer,V,SMA,Psychology,Finance Officer,HR,SC,ISFP,119,35,3,2.8,3.4,3,3,2.75,3,2.8,2.8,2.8,"Discipline, Arranger, Analytical, , ",9,7,null,1
EMP101201,Valdo Sinaga,43,3,Standard Performer,III,S1,Engineering,Finance Officer,Operations,CI,ENFJ,120,32,3.25,2.75,3.6,3,3.6,3.25,3.4,3.5,3.4,3.4,"Achiever, Consistency, Connectedness, Restorative, Developer",6,3,4,2
EMP101203,Dwi Lestari,84,5,High Performer,V,D3,Economics,Sales Supervisor,IT,CD,INTP,88,30,3.25,3,3,3.25,3.5,3,4,3,3.2,2.8,"Harmony, Developer, , Restorative, Analytical",7,3,6,5
EMP101204,Kartika Nugroho,96,2,Standard Performer,IV,S1,Psychology,Finance Officer,Marketing,DC,ENFJ,null,null,3.5,3.5,3.6,3.4,3.8,3.6,3.8,3.5,4.4,3.4,"Consistency, Input, Discipline, , Belief",1,7,5,3
EMP101205,Nurlita Qolbi Tamba,27,3,Standard Performer,IV,S1,Business,Finance Officer,Marketing,SD,ENTJ,null,null,2.6,3,3.33333333333333,3,3,3,3.25,3.6,2.8,2.5,"Learner, Strategic, Analytical, Intellection, Discipline",5,null,7,3
EMP101206,Utami Siregar,58,3,Standard Performer,IV,S1,Business,Data Analyst,Marketing,DI,ENFJ,null,null,3,3.4,2.6,3.5,3.2,2.5,3,3,3,2.75,"Woo, , Positivity, Includer, Communication",5,9,9,2
EMP101207,Adi Salsabila,47,4,Standard Performer,III,S1,Statistics,Finance Officer,Operations,SD,null,130,33,4,3.25,4.66666666666667,3.8,3.8,4.4,3.8,4.2,4.6,4,"Belief, Ideation, Consistency, Competition, Woo",null,9,5,1
EMP101208,Dimas Siregar,92,3,Standard Performer,III,D3,Psychology,Brand Executive,Operations,CI,ISTJ,null,27,3.6,3.6,3.4,3.8,3.75,3.2,4,2.8,3,2.75,"Communication, Achiever, Maximizer, Activator, Discipline",2,9,4,4
EMP101209,Zaki Indrawan,22,2,Standard Performer,III,SMA,Statistics,HRBP,HR,IC,INFJ,127,26,2.25,2.75,1.5,2.66666666666667,2.5,2.66666666666667,2.25,2.25,2.25,2.33333333333333,"Discipline, Analytical, Relator, Responsibility, Communication",3,7,9,1
EMP101210,Luthfi Lestari Rahmawati,72,4,Standard Performer,V,D3,Economics,Finance Officer,HR,CD,ISTJ,103,25,3.2,3.2,3.4,2.75,2.8,3,2.4,3.2,2.75,2.8,"Achiever, Self-Assurance, Analytical, Competition, Adaptability",7,9,1,8
EMP101211,Valdo Ananda,92,2,Standard Performer,IV,S2,Psychology,Brand Executive,Finance,DI,ENTJ,137,27,2.8,3.4,2.66666666666667,3.6,2.8,3.6,3,3.2,3.2,3.4,"Competition, Empathy, Strategic, Harmony, Analytical",2,3,null,4
EMP101212,Galih Suharto,63,2,Standard Performer,IV,S2,Design,Supply Planner,HR,SC,ESFJ,136,39,3,2.6,3.4,3.25,3,3.25,3.25,3.2,2.25,3,", Strategic, Developer, Belief, Analytical",1,7,1,6
EMP101213,Bayu Erlangga Hidayat,85,2,Standard Performer,III,SMA,Economics,Sales Supervisor,R&D,DI,INTP,110,28,3,3.25,2.8,2.75,3.25,3.2,3.2,3.5,3.25,3.4,"Context, Communication, , Deliberative, Empathy",8,7,6,5
EMP101215,Ayu Kusuma,58,3,Standard Performer,V,S2,Engineering,Brand Executive,HR,DC,ESFP,102,24,4,3.2,3.4,3,2.5,2.6,2.75,3,2.8,2.8,"Includer, Relator, Connectedness, Harmony, Deliberative",5,7,7,9
EMP101216,Galih Candra Ridwan,32,1,Standard Performer,III,S1,Business,Supply Planner,HR,SI,ISFJ,111,30,3.2,2.8,2.8,3.25,2.33333333333333,3.25,2.5,3.25,3.2,3.4,"Command, Significance, Self-Assurance, Maximizer, Deliberative",5,9,3,4
EMP101217,Luthfi Lestari Kusuma,59,1,Standard Performer,IV,S2,Psychology,HRBP,R&D,IS,ISFJ,104,26,3,3,3.25,3.25,2.8,2.8,3,4,3.5,3,"Connectedness, Maximizer, Responsibility, , Ideation",9,4,5,3
